id,gt_raw,gt_canonical,pred_raw,pred_canonical,exact_match,jaccard,missing,extra
134,Claude/AI Integration;Implementation Details;Configuration & Environment;Development Process;Test;Debugging;Documentation;UI/UX;Maintanability,ai_integration;config_environment;debugging;development_process;documentation_references;implementation_details;maintainability;test;ui_ux,"['ai_integration', 'documentation_references', 'architecture', 'implementation_details', 'test', 'config_environment', 'deployment_operations', 'development_process', 'performance', 'security', 'maintainability', 'debugging']",ai_integration;architecture;config_environment;debugging;deployment_operations;development_process;documentation_references;implementation_details;maintainability;performance;security;test,False,0.6154,ui_ux,architecture;deployment_operations;performance;security
135,System Overview;Implementation Details;Development Process,development_process;implementation_details;system_overview,"['architecture', 'implementation_details', 'test', 'config_environment', 'development_process']",architecture;config_environment;development_process;implementation_details;test,False,0.3333,system_overview,architecture;config_environment;test
136,Architecture;Build & Run;Test;Implementation Details;Development Process;Security;Configuration & Environment;Maintanability,architecture;build_run;config_environment;development_process;implementation_details;maintainability;security;test,"['architecture', 'implementation_details', 'build_run', 'test', 'config_environment', 'development_process', 'security']",architecture;build_run;config_environment;development_process;implementation_details;security;test,False,0.875,maintainability,
137,Architecture;Build & Run;Test;Implementation Details;Development Process;Configuration & Environment;Maintanability;Security,architecture;build_run;config_environment;development_process;implementation_details;maintainability;security;test,"['architecture', 'implementation_details', 'build_run', 'test', 'config_environment', 'development_process', 'security', 'maintainability']",architecture;build_run;config_environment;development_process;implementation_details;maintainability;security;test,True,1.0,,
138,Implementation Details;Build & Run;Test;Claude/AI Integration;System Overview;Architecture;Configuration & Environment;Development Process;Debugging;Performance;Documentation;Maintanability,ai_integration;architecture;build_run;config_environment;debugging;development_process;documentation_references;implementation_details;maintainability;performance;system_overview;test,"['system_overview', 'ai_integration', 'documentation_references', 'architecture', 'implementation_details', 'build_run', 'test', 'config_environment', 'deployment_operations', 'project_management', 'development_process', 'performance', 'security', 'maintainability', 'debugging']",ai_integration;architecture;build_run;config_environment;debugging;deployment_operations;development_process;documentation_references;implementation_details;maintainability;performance;project_management;security;system_overview;test,False,0.8,,deployment_operations;project_management;security
139,Architecture;Build & Run;Test;Development Process;Claude/AI Integration;Documentation,ai_integration;architecture;build_run;development_process;documentation_references;test,"['documentation_references', 'architecture', 'implementation_details', 'build_run', 'test', 'development_process']",architecture;build_run;development_process;documentation_references;implementation_details;test,False,0.7143,ai_integration,implementation_details
14,System Overview;Architecture;Implementation Details;Test;Documentation;Development Process;Maintanability;Claude/AI Integration;Project Management,ai_integration;architecture;development_process;documentation_references;implementation_details;maintainability;project_management;system_overview;test,"['system_overview', 'ai_integration', 'architecture', 'implementation_details', 'test', 'config_environment', 'development_process', 'maintainability']",ai_integration;architecture;config_environment;development_process;implementation_details;maintainability;system_overview;test,False,0.7,documentation_references;project_management,config_environment
140,System Overview;Build & Run;Test;Architecture;Development Process;Documentation;Maintanability,architecture;build_run;development_process;documentation_references;maintainability;system_overview;test,"['system_overview', 'ai_integration', 'architecture', 'implementation_details', 'build_run', 'test', 'deployment_operations', 'development_process']",ai_integration;architecture;build_run;deployment_operations;development_process;implementation_details;system_overview;test,False,0.5,documentation_references;maintainability,ai_integration;deployment_operations;implementation_details
141,System Overview;Architecture;Implementation Details;Development Process;Documentation;Claude/AI Integration,ai_integration;architecture;development_process;documentation_references;implementation_details;system_overview,"['system_overview', 'ai_integration', 'documentation_references', 'architecture', 'implementation_details', 'config_environment', 'development_process', 'ui_ux']",ai_integration;architecture;config_environment;development_process;documentation_references;implementation_details;system_overview;ui_ux,False,0.75,,config_environment;ui_ux
142,System Overview;Build & Run;Test;Architecture;Implementation Details;Maintanability,architecture;build_run;implementation_details;maintainability;system_overview;test,"['system_overview', 'ai_integration', 'architecture', 'build_run', 'test']",ai_integration;architecture;build_run;system_overview;test,False,0.5714,implementation_details;maintainability,ai_integration
143,System Overview;Architecture;Configuration & Environment;Build & Run;Test;Development Process;Performance;Implementation Details;Debugging,architecture;build_run;config_environment;debugging;development_process;implementation_details;performance;system_overview;test,"['system_overview', 'ai_integration', 'architecture', 'implementation_details', 'build_run', 'test', 'config_environment', 'development_process', 'performance']",ai_integration;architecture;build_run;config_environment;development_process;implementation_details;performance;system_overview;test,False,0.8,debugging,ai_integration
144,Documentation;Deployment and Operations;Architecture;Test;Implementation Details;System Overview;Development Process;Maintanability;Build & Run,architecture;build_run;deployment_operations;development_process;documentation_references;implementation_details;maintainability;system_overview;test,"['documentation_references', 'build_run', 'deployment_operations', 'test', 'implementation_details', 'architecture', 'performance', 'config_environment', 'development_process', 'maintainability', 'debugging']",architecture;build_run;config_environment;debugging;deployment_operations;development_process;documentation_references;implementation_details;maintainability;performance;test,False,0.6667,system_overview,config_environment;debugging;performance
145,System Overview;Build & Run;Test;Architecture;Deployment and Operations;Configuration & Environment,architecture;build_run;config_environment;deployment_operations;system_overview;test,"['system_overview', 'ai_integration', 'architecture', 'build_run', 'test', 'config_environment', 'deployment_operations']",ai_integration;architecture;build_run;config_environment;deployment_operations;system_overview;test,False,0.8571,,ai_integration
146,System Overview;Test;Debugging;Implementation Details;Performance;Project Management;Architecture;Development Process;Maintanability,architecture;debugging;development_process;implementation_details;maintainability;performance;project_management;system_overview;test,"['system_overview', 'ai_integration', 'documentation_references', 'architecture', 'implementation_details', 'build_run', 'test', 'development_process', 'performance', 'debugging']",ai_integration;architecture;build_run;debugging;development_process;documentation_references;implementation_details;performance;system_overview;test,False,0.5833,maintainability;project_management,ai_integration;build_run;documentation_references
147,System Overview;Build & Run;Configuration & Environment;Architecture;Development Process;Implementation Details,architecture;build_run;config_environment;development_process;implementation_details;system_overview,"['system_overview', 'ai_integration', 'documentation_references', 'architecture', 'implementation_details', 'build_run', 'config_environment']",ai_integration;architecture;build_run;config_environment;documentation_references;implementation_details;system_overview,False,0.625,development_process,ai_integration;documentation_references
148,Build & Run;UI/UX;Architecture;Configuration & Environment;Deployment and Operations;Maintanability;Development Process,architecture;build_run;config_environment;deployment_operations;development_process;maintainability;ui_ux,"['system_overview', 'ai_integration', 'documentation_references', 'architecture', 'build_run', 'config_environment', 'deployment_operations', 'development_process']",ai_integration;architecture;build_run;config_environment;deployment_operations;development_process;documentation_references;system_overview,False,0.5,maintainability;ui_ux,ai_integration;documentation_references;system_overview
149,Implementation Details;Build & Run;Architecture;System Overview;Configuration & Environment;Test;Development Process;Maintanability;Debugging;Deployment and Operations;Claude/AI Integration,ai_integration;architecture;build_run;config_environment;debugging;deployment_operations;development_process;implementation_details;maintainability;system_overview;test,"['system_overview', 'ai_integration', 'documentation_references', 'architecture', 'implementation_details', 'build_run', 'test', 'config_environment', 'deployment_operations', 'project_management', 'development_process', 'ui_ux', 'maintainability', 'debugging']",ai_integration;architecture;build_run;config_environment;debugging;deployment_operations;development_process;documentation_references;implementation_details;maintainability;project_management;system_overview;test;ui_ux,False,0.7857,,documentation_references;project_management;ui_ux
15,System Overview;Architecture;Configuration & Environment;Deployment and Operations;Build & Run,architecture;build_run;config_environment;deployment_operations;system_overview,"['system_overview', 'architecture', 'implementation_details', 'build_run', 'config_environment', 'ui_ux']",architecture;build_run;config_environment;implementation_details;system_overview;ui_ux,False,0.5714,deployment_operations,implementation_details;ui_ux
150,Build & Run;Test;Architecture;Configuration & Environment;Development Process;Maintanability,architecture;build_run;config_environment;development_process;maintainability;test,"['system_overview', 'ai_integration', 'documentation_references', 'architecture', 'implementation_details', 'build_run', 'test', 'config_environment', 'development_process']",ai_integration;architecture;build_run;config_environment;development_process;documentation_references;implementation_details;system_overview;test,False,0.5,maintainability,ai_integration;documentation_references;implementation_details;system_overview
151,Test;Implementation Details;System Overview,implementation_details;system_overview;test,"['architecture', 'implementation_details', 'test', 'debugging']",architecture;debugging;implementation_details;test,False,0.4,system_overview,architecture;debugging
152,Architecture;Build & Run;Test;Maintanability;Deployment and Operations,architecture;build_run;deployment_operations;maintainability;test,"['system_overview', 'ai_integration', 'architecture', 'implementation_details', 'build_run', 'deployment_operations']",ai_integration;architecture;build_run;deployment_operations;implementation_details;system_overview,False,0.375,maintainability;test,ai_integration;implementation_details;system_overview
153,System Overview;Build & Run;Test;Implementation Details;Configuration & Environment;Documentation;Development Process;Maintanability;Debugging,build_run;config_environment;debugging;development_process;documentation_references;implementation_details;maintainability;system_overview;test,"['system_overview', 'documentation_references', 'architecture', 'implementation_details', 'build_run', 'test', 'config_environment', 'development_process', 'performance', 'maintainability', 'debugging']",architecture;build_run;config_environment;debugging;development_process;documentation_references;implementation_details;maintainability;performance;system_overview;test,False,0.8182,,architecture;performance
154,Claude/AI Integration;System Overview;Implementation Details;Architecture;Build & Run;Maintanability;Test;Documentation;UI/UX;Performance;Development Process,ai_integration;architecture;build_run;development_process;documentation_references;implementation_details;maintainability;performance;system_overview;test;ui_ux,"['system_overview', 'ai_integration', 'documentation_references', 'architecture', 'implementation_details', 'build_run', 'test', 'performance', 'security', 'ui_ux']",ai_integration;architecture;build_run;documentation_references;implementation_details;performance;security;system_overview;test;ui_ux,False,0.75,development_process;maintainability,security
155,Build & Run;Test;Implementation Details;Architecture;Configuration & Environment;Maintanability,architecture;build_run;config_environment;implementation_details;maintainability;test,"['system_overview', 'ai_integration', 'documentation_references', 'architecture', 'implementation_details', 'build_run', 'test', 'config_environment', 'performance']",ai_integration;architecture;build_run;config_environment;documentation_references;implementation_details;performance;system_overview;test,False,0.5,maintainability,ai_integration;documentation_references;performance;system_overview
156,System Overview;Build & Run;Test;Architecture;Project Management;Configuration & Environment,architecture;build_run;config_environment;project_management;system_overview;test,"['system_overview', 'ai_integration', 'architecture', 'build_run', 'test', 'config_environment', 'project_management', 'security']",ai_integration;architecture;build_run;config_environment;project_management;security;system_overview;test,False,0.75,,ai_integration;security
157,System Overview;Build & Run;Test;Implementation Details;Architecture;Claude/AI Integration;Development Process,ai_integration;architecture;build_run;development_process;implementation_details;system_overview;test,"['system_overview', 'ai_integration', 'documentation_references', 'architecture', 'implementation_details', 'build_run', 'test', 'performance', 'security', 'development_process']",ai_integration;architecture;build_run;development_process;documentation_references;implementation_details;performance;security;system_overview;test,False,0.7,,documentation_references;performance;security
158,Claude/AI Integration;Documentation;Development Process;Build & Run;Test;Maintanability;Configuration & Environment;Deployment and Operations,ai_integration;build_run;config_environment;deployment_operations;development_process;documentation_references;maintainability;test,"['ai_integration', 'test', 'config_environment', 'deployment_operations', 'project_management', 'development_process']",ai_integration;config_environment;deployment_operations;development_process;project_management;test,False,0.5556,build_run;documentation_references;maintainability,project_management
159,System Overview;Claude/AI Integration;Development Process;Architecture;Debugging;Test;Implementation Details;Documentation;Performance;Security;Configuration & Environment,ai_integration;architecture;config_environment;debugging;development_process;documentation_references;implementation_details;performance;security;system_overview;test,"['system_overview', 'ai_integration', 'documentation_references', 'architecture', 'implementation_details', 'test', 'config_environment', 'security', 'maintainability', 'debugging']",ai_integration;architecture;config_environment;debugging;documentation_references;implementation_details;maintainability;security;system_overview;test,False,0.75,development_process;performance,maintainability
16,Maintanability;Implementation Details;Test,implementation_details;maintainability;test,"['test', 'development_process']",development_process;test,False,0.25,implementation_details;maintainability,development_process
160,Build & Run;Test;Debugging;Architecture;Implementation Details;Security;Development Process;Performance;Configuration & Environment,architecture;build_run;config_environment;debugging;development_process;implementation_details;performance;security;test,"['system_overview', 'ai_integration', 'architecture', 'implementation_details', 'build_run', 'test', 'config_environment', 'development_process', 'security', 'maintainability', 'debugging']",ai_integration;architecture;build_run;config_environment;debugging;development_process;implementation_details;maintainability;security;system_overview;test,False,0.6667,performance,ai_integration;maintainability;system_overview
161,Build & Run;Test;Architecture;System Overview;Maintanability,architecture;build_run;maintainability;system_overview;test,"['system_overview', 'ai_integration', 'architecture', 'build_run', 'test']",ai_integration;architecture;build_run;system_overview;test,False,0.6667,maintainability,ai_integration
162,System Overview;Architecture;Build & Run;Test;Implementation Details;Project Management;Development Process;Configuration & Environment;Security;Maintanability;Debugging,architecture;build_run;config_environment;debugging;development_process;implementation_details;maintainability;project_management;security;system_overview;test,"['system_overview', 'ai_integration', 'documentation_references', 'architecture', 'implementation_details', 'build_run', 'test', 'config_environment', 'development_process', 'performance', 'security', 'ui_ux', 'maintainability']",ai_integration;architecture;build_run;config_environment;development_process;documentation_references;implementation_details;maintainability;performance;security;system_overview;test;ui_ux,False,0.6,debugging;project_management,ai_integration;documentation_references;performance;ui_ux
163,System Overview;Architecture;Implementation Details;Security;Documentation;Development Process;Test,architecture;development_process;documentation_references;implementation_details;security;system_overview;test,"['system_overview', 'ai_integration', 'documentation_references', 'architecture', 'implementation_details', 'test', 'config_environment', 'deployment_operations', 'development_process', 'security', 'debugging']",ai_integration;architecture;config_environment;debugging;deployment_operations;development_process;documentation_references;implementation_details;security;system_overview;test,False,0.6364,,ai_integration;config_environment;debugging;deployment_operations
164,Implementation Details;Maintanability;Test;Security;Documentation;Architecture;Build & Run;Development Process,architecture;build_run;development_process;documentation_references;implementation_details;maintainability;security;test,"['implementation_details', 'test', 'security', 'documentation_references', 'config_environment', 'development_process', 'maintainability']",config_environment;development_process;documentation_references;implementation_details;maintainability;security;test,False,0.6667,architecture;build_run,config_environment
165,System Overview;Development Process;Test;Maintanability;Claude/AI Integration,ai_integration;development_process;maintainability;system_overview;test,"['system_overview', 'architecture', 'implementation_details', 'test', 'maintainability']",architecture;implementation_details;maintainability;system_overview;test,False,0.4286,ai_integration;development_process,architecture;implementation_details
166,System Overview;Architecture;Build & Run;Test;Maintanability;Implementation Details;Development Process;Configuration & Environment;Documentation;Debugging,architecture;build_run;config_environment;debugging;development_process;documentation_references;implementation_details;maintainability;system_overview;test,"['ai_integration', 'documentation_references', 'architecture', 'implementation_details', 'build_run', 'test', 'config_environment', 'deployment_operations', 'development_process', 'performance', 'maintainability', 'debugging']",ai_integration;architecture;build_run;config_environment;debugging;deployment_operations;development_process;documentation_references;implementation_details;maintainability;performance;test,False,0.6923,system_overview,ai_integration;deployment_operations;performance
167,,,[],,True,1.0,,
168,System Overview;Configuration & Environment;Build & Run;Test;Architecture;Security;Development Process;Maintanability,architecture;build_run;config_environment;development_process;maintainability;security;system_overview;test,"['system_overview', 'architecture', 'implementation_details', 'build_run', 'test', 'development_process', 'security']",architecture;build_run;development_process;implementation_details;security;system_overview;test,False,0.6667,config_environment;maintainability,implementation_details
169,System Overview;Build & Run;Documentation;Claude/AI Integration;Architecture;Development Process;Debugging,ai_integration;architecture;build_run;debugging;development_process;documentation_references;system_overview,"['system_overview', 'ai_integration', 'documentation_references', 'architecture', 'build_run', 'config_environment', 'debugging']",ai_integration;architecture;build_run;config_environment;debugging;documentation_references;system_overview,False,0.75,development_process,config_environment
17,Implementation Details;Debugging;Test;Architecture;Development Process;Maintanability,architecture;debugging;development_process;implementation_details;maintainability;test,"['architecture', 'implementation_details', 'test', 'performance', 'security']",architecture;implementation_details;performance;security;test,False,0.375,debugging;development_process;maintainability,performance;security
170,System Overview;Build & Run;Architecture;Development Process;UI/UX,architecture;build_run;development_process;system_overview;ui_ux,"['system_overview', 'ai_integration', 'architecture', 'implementation_details', 'build_run', 'test', 'config_environment']",ai_integration;architecture;build_run;config_environment;implementation_details;system_overview;test,False,0.3333,development_process;ui_ux,ai_integration;config_environment;implementation_details;test
171,Development Process;Claude/AI Integration;Project Management;Debugging;Test;Build & Run;Documentation;System Overview;UI/UX;Security;Deployment and Operations;Maintanability,ai_integration;build_run;debugging;deployment_operations;development_process;documentation_references;maintainability;project_management;security;system_overview;test;ui_ux,"['system_overview', 'ai_integration', 'documentation_references', 'architecture', 'implementation_details', 'test', 'config_environment', 'deployment_operations', 'project_management', 'development_process', 'security', 'ui_ux', 'maintainability', 'debugging']",ai_integration;architecture;config_environment;debugging;deployment_operations;development_process;documentation_references;implementation_details;maintainability;project_management;security;system_overview;test;ui_ux,False,0.7333,build_run,architecture;config_environment;implementation_details
172,Build & Run;Architecture;System Overview;Configuration & Environment;Security;Test;Maintanability,architecture;build_run;config_environment;maintainability;security;system_overview;test,"['system_overview', 'ai_integration', 'architecture', 'build_run', 'test', 'config_environment', 'security']",ai_integration;architecture;build_run;config_environment;security;system_overview;test,False,0.75,maintainability,ai_integration
173,Build & Run;Test;Implementation Details,build_run;implementation_details;test,"['architecture', 'implementation_details', 'build_run', 'test']",architecture;build_run;implementation_details;test,False,0.75,,architecture
